formula,metric_name,metric_value
tarantula,density,0.268621594300332
tarantula,uniqueness,0.3323366082870568
tarantula,coverage,0.0589491670226399
ochiai,density,0.268621594300332
ochiai,uniqueness,0.3323366082870568
ochiai,coverage,0.0589491670226399
opt,density,0.268621594300332
opt,uniqueness,0.3323366082870568
opt,coverage,0.0589491670226399
barinel,density,0.268621594300332
barinel,uniqueness,0.3323366082870568
barinel,coverage,0.0589491670226399
dstar,density,0.268621594300332
dstar,uniqueness,0.3323366082870568
dstar,coverage,0.0589491670226399
