formula,metric_name,metric_value
tarantula,density,0.12563049853372435
tarantula,uniqueness,0.012903225806451613
tarantula,coverage,0.007624633431085044
ochiai,density,0.12563049853372435
ochiai,uniqueness,0.012903225806451613
ochiai,coverage,0.007624633431085044
opt,density,0.12563049853372435
opt,uniqueness,0.012903225806451613
opt,coverage,0.007624633431085044
barinel,density,0.12563049853372435
barinel,uniqueness,0.012903225806451613
barinel,coverage,0.007624633431085044
dstar,density,0.12563049853372435
dstar,uniqueness,0.012903225806451613
dstar,coverage,0.007624633431085044
