formula,metric_name,metric_value
tarantula,density,0.032709006658619214
tarantula,uniqueness,0.009501187648456057
tarantula,coverage,0.010688836104513063
ochiai,density,0.032709006658619214
ochiai,uniqueness,0.009501187648456057
ochiai,coverage,0.010688836104513063
opt,density,0.032709006658619214
opt,uniqueness,0.009501187648456057
opt,coverage,0.010688836104513063
barinel,density,0.032709006658619214
barinel,uniqueness,0.009501187648456057
barinel,coverage,0.010688836104513063
dstar,density,0.032709006658619214
dstar,uniqueness,0.009501187648456057
dstar,coverage,0.010688836104513063
