formula,metric_name,metric_value
tarantula,density,0.03237021762872817
tarantula,uniqueness,0.04274985557481225
tarantula,coverage,0.012131715771230503
ochiai,density,0.03237021762872817
ochiai,uniqueness,0.04274985557481225
ochiai,coverage,0.012131715771230503
opt,density,0.03237021762872817
opt,uniqueness,0.04274985557481225
opt,coverage,0.012131715771230503
barinel,density,0.03237021762872817
barinel,uniqueness,0.04274985557481225
barinel,coverage,0.012131715771230503
dstar,density,0.03237021762872817
dstar,uniqueness,0.04274985557481225
dstar,coverage,0.012131715771230503
