formula,metric_name,metric_value
tarantula,density,0.014917643914336308
tarantula,uniqueness,0.05567805953693495
tarantula,coverage,0.002205071664829107
ochiai,density,0.014917643914336308
ochiai,uniqueness,0.05567805953693495
ochiai,coverage,0.002205071664829107
opt,density,0.014917643914336308
opt,uniqueness,0.05567805953693495
opt,coverage,0.002205071664829107
barinel,density,0.014917643914336308
barinel,uniqueness,0.05567805953693495
barinel,coverage,0.002205071664829107
dstar,density,0.014917643914336308
dstar,uniqueness,0.05567805953693495
dstar,coverage,0.002205071664829107
