formula,metric_name,metric_value
tarantula,density,0.031014286890645587
tarantula,uniqueness,0.15810276679841898
tarantula,coverage,0.015316205533596838
ochiai,density,0.031014286890645587
ochiai,uniqueness,0.15810276679841898
ochiai,coverage,0.015316205533596838
opt,density,0.031014286890645587
opt,uniqueness,0.15810276679841898
opt,coverage,0.015316205533596838
barinel,density,0.031014286890645587
barinel,uniqueness,0.15810276679841898
barinel,coverage,0.015316205533596838
dstar,density,0.031014286890645587
dstar,uniqueness,0.15810276679841898
dstar,coverage,0.015316205533596838
