formula,metric_name,metric_value
tarantula,density,0.012853722586081598
tarantula,uniqueness,0.0794920037629351
tarantula,coverage,0.0028222013170272815
ochiai,density,0.012853722586081598
ochiai,uniqueness,0.0794920037629351
ochiai,coverage,0.0028222013170272815
opt,density,0.012853722586081598
opt,uniqueness,0.0794920037629351
opt,coverage,0.0028222013170272815
barinel,density,0.012853722586081598
barinel,uniqueness,0.0794920037629351
barinel,coverage,0.0028222013170272815
dstar,density,0.012853722586081598
dstar,uniqueness,0.0794920037629351
dstar,coverage,0.0028222013170272815
