formula,metric_name,metric_value
tarantula,density,0.016246484656927403
tarantula,uniqueness,0.057240984544934176
tarantula,coverage,0.0017172295363480253
ochiai,density,0.016246484656927403
ochiai,uniqueness,0.057240984544934176
ochiai,coverage,0.0017172295363480253
opt,density,0.016246484656927403
opt,uniqueness,0.057240984544934176
opt,coverage,0.0017172295363480253
barinel,density,0.016246484656927403
barinel,uniqueness,0.057240984544934176
barinel,coverage,0.0017172295363480253
dstar,density,0.016246484656927403
dstar,uniqueness,0.057240984544934176
dstar,coverage,0.0017172295363480253
