formula,metric_name,metric_value
tarantula,density,0.016693559908899144
tarantula,uniqueness,0.13675213675213677
tarantula,coverage,0.01282051282051282
ochiai,density,0.016693559908899144
ochiai,uniqueness,0.13675213675213677
ochiai,coverage,0.01282051282051282
opt,density,0.016693559908899144
opt,uniqueness,0.13675213675213677
opt,coverage,0.01282051282051282
barinel,density,0.016693559908899144
barinel,uniqueness,0.13675213675213677
barinel,coverage,0.01282051282051282
dstar,density,0.016693559908899144
dstar,uniqueness,0.13675213675213677
dstar,coverage,0.01282051282051282
