formula,metric_name,metric_value
tarantula,density,0.03459745502804822
tarantula,uniqueness,0.04065040650406504
tarantula,coverage,0.009485094850948509
ochiai,density,0.03459745502804822
ochiai,uniqueness,0.04065040650406504
ochiai,coverage,0.009485094850948509
opt,density,0.03459745502804822
opt,uniqueness,0.04065040650406504
opt,coverage,0.009485094850948509
barinel,density,0.03459745502804822
barinel,uniqueness,0.04065040650406504
barinel,coverage,0.009485094850948509
dstar,density,0.03459745502804822
dstar,uniqueness,0.04065040650406504
dstar,coverage,0.009485094850948509
