Line,Suspiciousness
org/joda/time/format/DateTimeFormatterBuilder.java#1018,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#1031,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#1032,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#1043,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#1057,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#1058,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2477,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2478,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2479,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2480,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2483,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2489,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2490,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2499,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2502,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2504,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2506,1.0
org/joda/time/format/DateTimeFormatterBuilder.java#2520,1.0
org/joda/time/DateTimeZone.java#776,0.030730105959886345
org/joda/time/DateTimeZone.java#777,0.030730105959886345
org/joda/time/DateTimeZone.java#780,0.030730105959886345
org/joda/time/tz/DefaultNameProvider.java#43,0.030730105959886345
org/joda/time/tz/DefaultNameProvider.java#44,0.030730105959886345
org/joda/time/DateTimeZone.java#769,0.003493235483889551
org/joda/time/DateTimeZone.java#772,0.003493235483889551
org/joda/time/DateTimeZone.java#773,0.003493235483889551
org/joda/time/DateTimeZone.java#754,2.44140625E-4
org/joda/time/DateTimeZone.java#770,2.44140625E-4
org/joda/time/tz/FixedDateTimeZone.java#45,1.220703125E-4
org/joda/time/tz/DefaultNameProvider.java#57,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#58,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#59,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#62,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#63,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#64,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#66,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#67,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#68,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#69,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#74,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#75,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#76,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#77,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#83,9.62835461986215E-5
org/joda/time/tz/DefaultNameProvider.java#95,9.62835461986215E-5
org/joda/time/format/DateTimeFormatter.java#155,6.071169687023578E-5
org/joda/time/format/DateTimeFormatter.java#173,6.071169687023578E-5
org/joda/time/DateTimeZone.java#816,2.4673503051403165E-5
org/joda/time/DateTimeZone.java#817,2.4673503051403165E-5
org/joda/time/DateTimeZone.java#820,2.4673503051403165E-5
org/joda/time/tz/DefaultNameProvider.java#48,2.4673503051403165E-5
org/joda/time/tz/DefaultNameProvider.java#49,2.4673503051403165E-5
org/joda/time/tz/DateTimeZoneBuilder.java#1524,1.1336328576081175E-5
org/joda/time/tz/DateTimeZoneBuilder.java#1527,1.1336328576081175E-5
org/joda/time/tz/DateTimeZoneBuilder.java#1186,1.1336328576081175E-5
org/joda/time/DateTimeZone.java#809,7.62939453125E-6
org/joda/time/DateTimeZone.java#812,7.62939453125E-6
org/joda/time/DateTimeZone.java#813,7.62939453125E-6
org/joda/time/tz/DefaultNameProvider.java#53,7.588147315953877E-6
org/joda/time/tz/DateTimeZoneBuilder.java#772,6.662753724031198E-7
org/joda/time/tz/DateTimeZoneBuilder.java#1512,5.144125655955543E-7
org/joda/time/tz/DateTimeZoneBuilder.java#1513,5.144125655955543E-7
org/joda/time/tz/DateTimeZoneBuilder.java#1514,5.144125655955543E-7
org/joda/time/tz/DateTimeZoneBuilder.java#1517,5.144125655955543E-7
org/joda/time/tz/DateTimeZoneBuilder.java#1518,5.144125655955543E-7
org/joda/time/tz/CachedDateTimeZone.java#99,5.144125655955543E-7
org/joda/time/tz/CachedDateTimeZone.java#186,5.144125655955543E-7
org/joda/time/tz/CachedDateTimeZone.java#187,5.144125655955543E-7
org/joda/time/tz/CachedDateTimeZone.java#188,5.144125655955543E-7
org/joda/time/tz/CachedDateTimeZone.java#190,5.144125655955543E-7
org/joda/time/format/DateTimeFormatterBuilder.java#1568,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1677,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1678,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1682,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1684,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1700,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1701,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1704,4.243338480591774E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1132,2.1803178412032885E-8
org/joda/time/format/DateTimeFormatterBuilder.java#1133,2.1803178412032885E-8
org/joda/time/format/DateTimeFormatterBuilder.java#2638,1.7901584214996547E-8
org/joda/time/format/DateTimeFormatterBuilder.java#2639,1.7901584214996547E-8
org/joda/time/tz/DateTimeZoneBuilder.java#1519,1.1237017636657133E-8
org/joda/time/tz/DateTimeZoneBuilder.java#1520,1.1237017636657133E-8
org/joda/time/format/DateTimeFormatterBuilder.java#987,1.1237017636657133E-8
org/joda/time/format/DateTimeFormatterBuilder.java#965,8.38860799999998E-9
org/joda/time/DateTime.java#407,5.829382104118691E-9
org/joda/time/DateTime.java#408,5.829382104118691E-9
org/joda/time/DateTime.java#408,5.829382104118691E-9
org/joda/time/DateTime.java#409,5.829382104118691E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1281,3.742392822339003E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1282,3.742392822339003E-9
org/joda/time/format/DateTimeFormatterBuilder.java#869,3.4359738367999933E-9
org/joda/time/base/AbstractInstant.java#235,1.2379149236150404E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1561,1.1793937829037612E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1562,1.1793937829037612E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1563,1.1793937829037612E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1564,1.1793937829037612E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1565,1.1793937829037612E-9
org/joda/time/format/DateTimeFormatterBuilder.java#1671,1.1793937829037612E-9
org/joda/time/DateTimeZone.java#794,1.1077200472554553E-9
org/joda/time/DateTimeZone.java#810,1.1077200472554553E-9
org/joda/time/DateTimeZone.java#660,6.772013234288756E-10
org/joda/time/DateTimeZone.java#661,6.772013234288756E-10
org/joda/time/DateTimeZone.java#931,9.706245462346385E-12
org/joda/time/format/DateTimeFormatterBuilder.java#997,2.653754777677694E-12
org/joda/time/chrono/GJDayOfWeekDateTimeField.java#68,2.1353931710042417E-13
org/joda/time/chrono/BasicMonthOfYearDateTimeField.java#94,2.1353931710042417E-13
org/joda/time/DateTime.java#155,8.172079340040731E-14
org/joda/time/DateTime.java#156,8.172079340040731E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1802,8.172079340040731E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1804,5.379410166184601E-14
org/joda/time/chrono/GJMonthOfYearDateTimeField.java#48,2.4379661111769524E-14
org/joda/time/format/DateTimeFormatterBuilder.java#534,2.4379661111769524E-14
org/joda/time/format/DateTimeFormatterBuilder.java#537,2.4379661111769524E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1767,1.8545131398874122E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1770,1.8545131398874122E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1771,1.8545131398874122E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1800,1.486582492843392E-14
org/joda/time/format/DateTimeFormatterBuilder.java#1801,1.486582492843392E-14
org/joda/time/chrono/GJMonthOfYearDateTimeField.java#43,1.1652098252115008E-14
org/joda/time/DateTimeZone.java#915,1.6460089695892925E-15
org/joda/time/chrono/BasicYearDateTimeField.java#60,6.952917057928518E-16
org/joda/time/base/BaseDateTime.java#61,2.42553918571127E-16
