formula,metric_name,metric_value
tarantula,density,0.03516985695734494
tarantula,uniqueness,0.08551532033426183
tarantula,coverage,0.012813370473537604
ochiai,density,0.03516985695734494
ochiai,uniqueness,0.08551532033426183
ochiai,coverage,0.012813370473537604
opt,density,0.03516985695734494
opt,uniqueness,0.08551532033426183
opt,coverage,0.012813370473537604
barinel,density,0.03516985695734494
barinel,uniqueness,0.08551532033426183
barinel,coverage,0.012813370473537604
dstar,density,0.03516985695734494
dstar,uniqueness,0.08551532033426183
dstar,coverage,0.012813370473537604
