formula,metric_name,metric_value
tarantula,density,0.06320759743200405
tarantula,uniqueness,0.059431524547803614
tarantula,coverage,0.007751937984496124
ochiai,density,0.06320759743200405
ochiai,uniqueness,0.059431524547803614
ochiai,coverage,0.007751937984496124
opt,density,0.06320759743200405
opt,uniqueness,0.059431524547803614
opt,coverage,0.007751937984496124
barinel,density,0.06320759743200405
barinel,uniqueness,0.059431524547803614
barinel,coverage,0.007751937984496124
dstar,density,0.06320759743200405
dstar,uniqueness,0.059431524547803614
dstar,coverage,0.007751937984496124
