formula,metric_name,metric_value
tarantula,density,0.03825873119686069
tarantula,uniqueness,0.08661870503597122
tarantula,coverage,0.012661870503597123
ochiai,density,0.03825873119686069
ochiai,uniqueness,0.08661870503597122
ochiai,coverage,0.012661870503597123
opt,density,0.03825873119686069
opt,uniqueness,0.08661870503597122
opt,coverage,0.012661870503597123
barinel,density,0.03825873119686069
barinel,uniqueness,0.08661870503597122
barinel,coverage,0.012661870503597123
dstar,density,0.03825873119686069
dstar,uniqueness,0.08661870503597122
dstar,coverage,0.012661870503597123
