formula,metric_name,metric_value
tarantula,density,0.22705853174603174
tarantula,uniqueness,0.13690476190476192
tarantula,coverage,0.03571428571428571
ochiai,density,0.22705853174603174
ochiai,uniqueness,0.13690476190476192
ochiai,coverage,0.03571428571428571
opt,density,0.22705853174603174
opt,uniqueness,0.13690476190476192
opt,coverage,0.03571428571428571
barinel,density,0.22705853174603174
barinel,uniqueness,0.13690476190476192
barinel,coverage,0.03571428571428571
dstar,density,0.22705853174603174
dstar,uniqueness,0.13690476190476192
dstar,coverage,0.03571428571428571
