formula,metric_name,metric_value
tarantula,density,0.016135506754922733
tarantula,uniqueness,0.14266080263881253
tarantula,coverage,0.01291918636613524
ochiai,density,0.016135506754922733
ochiai,uniqueness,0.14266080263881253
ochiai,coverage,0.01291918636613524
opt,density,0.016135506754922733
opt,uniqueness,0.14266080263881253
opt,coverage,0.01291918636613524
barinel,density,0.016135506754922733
barinel,uniqueness,0.14266080263881253
barinel,coverage,0.01291918636613524
dstar,density,0.016135506754922733
dstar,uniqueness,0.14266080263881253
dstar,coverage,0.01291918636613524
