formula,metric_name,metric_value
tarantula,density,0.03744294247721201
tarantula,uniqueness,0.0389947269943868
tarantula,coverage,0.007696887225718659
ochiai,density,0.03744294247721201
ochiai,uniqueness,0.0389947269943868
ochiai,coverage,0.007696887225718659
opt,density,0.03744294247721201
opt,uniqueness,0.0389947269943868
opt,coverage,0.007696887225718659
barinel,density,0.03744294247721201
barinel,uniqueness,0.0389947269943868
barinel,coverage,0.007696887225718659
dstar,density,0.03744294247721201
dstar,uniqueness,0.0389947269943868
dstar,coverage,0.007696887225718659
