formula,metric_name,metric_value
tarantula,density,0.05579649122807018
tarantula,uniqueness,0.028533333333333334
tarantula,coverage,0.011733333333333333
ochiai,density,0.05579649122807018
ochiai,uniqueness,0.028533333333333334
ochiai,coverage,0.011733333333333333
opt,density,0.05579649122807018
opt,uniqueness,0.028533333333333334
opt,coverage,0.011733333333333333
barinel,density,0.05579649122807018
barinel,uniqueness,0.028533333333333334
barinel,coverage,0.011733333333333333
dstar,density,0.05579649122807018
dstar,uniqueness,0.028533333333333334
dstar,coverage,0.011733333333333333
