formula,metric_name,metric_value
tarantula,density,0.05664758639392531
tarantula,uniqueness,0.034402603440260346
tarantula,coverage,0.01092515109251511
ochiai,density,0.05664758639392531
ochiai,uniqueness,0.034402603440260346
ochiai,coverage,0.01092515109251511
opt,density,0.05664758639392531
opt,uniqueness,0.034402603440260346
opt,coverage,0.01092515109251511
barinel,density,0.05664758639392531
barinel,uniqueness,0.034402603440260346
barinel,coverage,0.01092515109251511
dstar,density,0.05664758639392531
dstar,uniqueness,0.034402603440260346
dstar,coverage,0.01092515109251511
