formula,metric_name,metric_value
tarantula,density,0.2684447788286841
tarantula,uniqueness,0.3336181119179838
tarantula,coverage,0.0589491670226399
ochiai,density,0.2684447788286841
ochiai,uniqueness,0.3336181119179838
ochiai,coverage,0.0589491670226399
opt,density,0.2684447788286841
opt,uniqueness,0.3336181119179838
opt,coverage,0.0589491670226399
barinel,density,0.2684447788286841
barinel,uniqueness,0.3336181119179838
barinel,coverage,0.0589491670226399
dstar,density,0.2684447788286841
dstar,uniqueness,0.3336181119179838
dstar,coverage,0.0589491670226399
