formula,metric_name,metric_value
tarantula,density,0.08985307621671258
tarantula,uniqueness,0.06876310272536687
tarantula,coverage,0.006079664570230608
ochiai,density,0.08985307621671258
ochiai,uniqueness,0.06876310272536687
ochiai,coverage,0.006079664570230608
opt,density,0.08985307621671258
opt,uniqueness,0.06876310272536687
opt,coverage,0.006079664570230608
barinel,density,0.08985307621671258
barinel,uniqueness,0.06876310272536687
barinel,coverage,0.006079664570230608
dstar,density,0.08985307621671258
dstar,uniqueness,0.06876310272536687
dstar,coverage,0.006079664570230608
