formula,metric_name,metric_value
tarantula,density,0.06027726956981147
tarantula,uniqueness,0.09760201935212452
tarantula,coverage,0.013041649137568364
ochiai,density,0.06027726956981147
ochiai,uniqueness,0.09760201935212452
ochiai,coverage,0.013041649137568364
opt,density,0.06027726956981147
opt,uniqueness,0.09760201935212452
opt,coverage,0.013041649137568364
barinel,density,0.06027726956981147
barinel,uniqueness,0.09760201935212452
barinel,coverage,0.013041649137568364
dstar,density,0.06027726956981147
dstar,uniqueness,0.09760201935212452
dstar,coverage,0.013041649137568364
