formula,metric_name,metric_value
tarantula,density,0.07055351257405072
tarantula,uniqueness,0.08882907133243607
tarantula,coverage,0.006729475100942127
ochiai,density,0.07055351257405072
ochiai,uniqueness,0.08882907133243607
ochiai,coverage,0.006729475100942127
opt,density,0.07055351257405072
opt,uniqueness,0.08882907133243607
opt,coverage,0.006729475100942127
barinel,density,0.07055351257405072
barinel,uniqueness,0.08882907133243607
barinel,coverage,0.006729475100942127
dstar,density,0.07055351257405072
dstar,uniqueness,0.08882907133243607
dstar,coverage,0.006729475100942127
