formula,metric_name,metric_value
tarantula,density,0.25492731720237444
tarantula,uniqueness,0.15813117699910154
tarantula,coverage,0.022461814914645103
ochiai,density,0.25492731720237444
ochiai,uniqueness,0.15813117699910154
ochiai,coverage,0.022461814914645103
opt,density,0.25492731720237444
opt,uniqueness,0.15813117699910154
opt,coverage,0.022461814914645103
barinel,density,0.25492731720237444
barinel,uniqueness,0.15813117699910154
barinel,coverage,0.022461814914645103
dstar,density,0.25492731720237444
dstar,uniqueness,0.15813117699910154
dstar,coverage,0.022461814914645103
