formula,metric_name,metric_value
tarantula,density,0.26883501482341166
tarantula,uniqueness,0.3336181119179838
tarantula,coverage,0.0589491670226399
ochiai,density,0.26883501482341166
ochiai,uniqueness,0.3336181119179838
ochiai,coverage,0.0589491670226399
opt,density,0.26883501482341166
opt,uniqueness,0.3336181119179838
opt,coverage,0.0589491670226399
barinel,density,0.26883501482341166
barinel,uniqueness,0.3336181119179838
barinel,coverage,0.0589491670226399
dstar,density,0.26883501482341166
dstar,uniqueness,0.3336181119179838
dstar,coverage,0.0589491670226399
