formula,metric_name,metric_value
tarantula,density,0.01593711926357114
tarantula,uniqueness,0.12385542168674699
tarantula,coverage,0.011807228915662651
ochiai,density,0.01593711926357114
ochiai,uniqueness,0.12385542168674699
ochiai,coverage,0.011807228915662651
opt,density,0.01593711926357114
opt,uniqueness,0.12385542168674699
opt,coverage,0.011807228915662651
barinel,density,0.01593711926357114
barinel,uniqueness,0.12385542168674699
barinel,coverage,0.011807228915662651
dstar,density,0.01593711926357114
dstar,uniqueness,0.12385542168674699
dstar,coverage,0.011807228915662651
