formula,metric_name,metric_value
tarantula,density,0.09335443037974683
tarantula,uniqueness,0.05907172995780591
tarantula,coverage,0.012658227848101266
ochiai,density,0.09335443037974683
ochiai,uniqueness,0.05907172995780591
ochiai,coverage,0.012658227848101266
opt,density,0.09335443037974683
opt,uniqueness,0.05907172995780591
opt,coverage,0.012658227848101266
barinel,density,0.09335443037974683
barinel,uniqueness,0.05907172995780591
barinel,coverage,0.012658227848101266
dstar,density,0.09335443037974683
dstar,uniqueness,0.05907172995780591
dstar,coverage,0.012658227848101266
