Line,Suspiciousness
org/apache/commons/math/ConvergingAlgorithmImpl.java#61,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#62,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#63,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#64,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#65,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#66,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#67,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#68,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#69,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#78,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#82,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#87,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#88,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#92,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#97,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#98,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#102,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#103,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#107,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#112,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#113,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#117,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#118,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#122,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#127,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#128,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#136,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#137,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#148,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#149,0.0
org/apache/commons/math/ConvergingAlgorithmImpl.java#151,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#72,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#73,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#74,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#75,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#81,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#89,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#90,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#92,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#96,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#97,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#99,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#104,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#105,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#107,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#110,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#108,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#109,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#112,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#125,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#126,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#127,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#128,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#129,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#136,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#137,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#141,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#142,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#146,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#151,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#158,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#164,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#170,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#176,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#192,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#193,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#194,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#196,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#209,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#210,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#211,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#212,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#214,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#222,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#223,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#224,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#225,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#226,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#229,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#230,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#231,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#234,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#235,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#237,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#246,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#247,0.0
org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java#253,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#42,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#43,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#44,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#45,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#46,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#47,0.0
org/apache/commons/math/optimization/univariate/BrentOptimizer.java#37,0.0
