formula,metric_name,metric_value
tarantula,density,0.045750799976442415
tarantula,uniqueness,0.04699738903394256
tarantula,coverage,0.012532637075718016
ochiai,density,0.045750799976442415
ochiai,uniqueness,0.04699738903394256
ochiai,coverage,0.012532637075718016
opt,density,0.045750799976442415
opt,uniqueness,0.04699738903394256
opt,coverage,0.012532637075718016
barinel,density,0.045750799976442415
barinel,uniqueness,0.04699738903394256
barinel,coverage,0.012532637075718016
dstar,density,0.045750799976442415
dstar,uniqueness,0.04699738903394256
dstar,coverage,0.012532637075718016
