formula,metric_name,metric_value
tarantula,density,0.01154718112931255
tarantula,uniqueness,0.03069838833461243
tarantula,coverage,0.005116398055768739
ochiai,density,0.01154718112931255
ochiai,uniqueness,0.03069838833461243
ochiai,coverage,0.005116398055768739
opt,density,0.01154718112931255
opt,uniqueness,0.03069838833461243
opt,coverage,0.005116398055768739
barinel,density,0.01154718112931255
barinel,uniqueness,0.03069838833461243
barinel,coverage,0.005116398055768739
dstar,density,0.01154718112931255
dstar,uniqueness,0.03069838833461243
dstar,coverage,0.005116398055768739
