formula,metric_name,metric_value
tarantula,density,0.04344457680118777
tarantula,uniqueness,0.03597622172469698
tarantula,coverage,0.007025399521346406
ochiai,density,0.04344457680118777
ochiai,uniqueness,0.03597622172469698
ochiai,coverage,0.007025399521346406
opt,density,0.04344457680118777
opt,uniqueness,0.03597622172469698
opt,coverage,0.007025399521346406
barinel,density,0.04344457680118777
barinel,uniqueness,0.03597622172469698
barinel,coverage,0.007025399521346406
dstar,density,0.04344457680118777
dstar,uniqueness,0.03597622172469698
dstar,coverage,0.007025399521346406
