formula,metric_name,metric_value
tarantula,density,0.037288329827967426
tarantula,uniqueness,0.08238958097395244
tarantula,coverage,0.01274065685164213
ochiai,density,0.037288329827967426
ochiai,uniqueness,0.08238958097395244
ochiai,coverage,0.01274065685164213
opt,density,0.037288329827967426
opt,uniqueness,0.08238958097395244
opt,coverage,0.01274065685164213
barinel,density,0.037288329827967426
barinel,uniqueness,0.08238958097395244
barinel,coverage,0.01274065685164213
dstar,density,0.037288329827967426
dstar,uniqueness,0.08238958097395244
dstar,coverage,0.01274065685164213
