Line,Suspiciousness
org/apache/commons/math/stat/Frequency.java#115,0.0
org/apache/commons/math/stat/Frequency.java#121,0.0
org/apache/commons/math/stat/Frequency.java#235,0.0
org/apache/commons/math/stat/Frequency.java#371,0.0
org/apache/commons/math/stat/Frequency.java#422,0.0
org/apache/commons/math/stat/Frequency.java#477,0.0
org/apache/commons/math/stat/Frequency.java#570,0.0
org/apache/commons/math/stat/Frequency.java#571,0.0
org/apache/commons/math/stat/Frequency.java#572,0.0
org/apache/commons/math/stat/Frequency.java#573,0.0
org/apache/commons/math/stat/Frequency.java#574,0.0
org/apache/commons/math/stat/Frequency.java#581,0.0
org/apache/commons/math/stat/Frequency.java#583,0.0
org/apache/commons/math/stat/Frequency.java#586,0.0
org/apache/commons/math/stat/Frequency.java#587,0.0
org/apache/commons/math/stat/Frequency.java#589,0.0
org/apache/commons/math/stat/Frequency.java#70,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#71,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#72,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#82,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#83,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#84,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#85,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#86,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#87,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#88,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#89,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#90,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#91,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#92,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#93,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#94,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#95,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#96,-0.1111111111111111
org/apache/commons/math/stat/Frequency.java#97,-0.1111111111111111
