formula,metric_name,metric_value
tarantula,density,0.04715773507617695
tarantula,uniqueness,0.027178796046720573
tarantula,coverage,0.011680143755615454
ochiai,density,0.04715773507617695
ochiai,uniqueness,0.027178796046720573
ochiai,coverage,0.011680143755615454
opt,density,0.04715773507617695
opt,uniqueness,0.027178796046720573
opt,coverage,0.011680143755615454
barinel,density,0.04715773507617695
barinel,uniqueness,0.027178796046720573
barinel,coverage,0.011680143755615454
dstar,density,0.04715773507617695
dstar,uniqueness,0.027178796046720573
dstar,coverage,0.011680143755615454
