formula,metric_name,metric_value
tarantula,density,0.046539697385997114
tarantula,uniqueness,0.03818988173455979
tarantula,coverage,0.007227332457293035
ochiai,density,0.046539697385997114
ochiai,uniqueness,0.03818988173455979
ochiai,coverage,0.007227332457293035
opt,density,0.046539697385997114
opt,uniqueness,0.03818988173455979
opt,coverage,0.007227332457293035
barinel,density,0.046539697385997114
barinel,uniqueness,0.03818988173455979
barinel,coverage,0.007227332457293035
dstar,density,0.046539697385997114
dstar,uniqueness,0.03818988173455979
dstar,coverage,0.007227332457293035
