formula,metric_name,metric_value
tarantula,density,0.052863718643075736
tarantula,uniqueness,0.028592023065833735
tarantula,coverage,0.011773185968284479
ochiai,density,0.052863718643075736
ochiai,uniqueness,0.028592023065833735
ochiai,coverage,0.011773185968284479
opt,density,0.052863718643075736
opt,uniqueness,0.028592023065833735
opt,coverage,0.011773185968284479
barinel,density,0.052863718643075736
barinel,uniqueness,0.028592023065833735
barinel,coverage,0.011773185968284479
dstar,density,0.052863718643075736
dstar,uniqueness,0.028592023065833735
dstar,coverage,0.011773185968284479
